Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Date,Time,Payment,Rating,Tax,Total
575-71-3681,A,Mandalay,Normal,Male,Food and beverages,40.01,3,2024-03-13,18:45,Ewallet,6.2,6.0,126.03
657-73-5225,B,Mandalay,Member,Female,Health and beauty,70.98,3,2024-03-14,8:30,Ewallet,6.9,10.65,223.59
921-74-3866,C,Naypyitaw,Member,Male,Health and beauty,16.49,4,2024-03-15,19:00,Ewallet,5.4,3.3,69.26
792-45-6490,A,Mandalay,Member,Female,Food and beverages,28.49,5,2024-03-16,17:30,Cash,5.7,7.12,149.57
893-38-9340,A,Yangon,Member,Male,Home and lifestyle,44.33,1,2024-03-17,9:15,Cash,6.5,2.22,46.55
878-49-8679,C,Naypyitaw,Member,Female,Electronic accessories,98.38,7,2024-03-18,15:45,Credit card,5.4,34.43,723.09
775-68-2333,A,Naypyitaw,Member,Female,Health and beauty,80.64,9,2024-03-19,19:30,Cash,9.6,36.29,762.05
197-64-7766,A,Yangon,Normal,Male,Electronic accessories,76.01,8,2024-03-20,17:30,Credit card,5.0,30.4,638.48
763-31-7212,C,Naypyitaw,Member,Female,Sports and travel,20.46,5,2024-03-21,15:15,Ewallet,7.4,5.12,107.42
411-42-8715,C,Naypyitaw,Normal,Male,Sports and travel,80.29,4,2024-03-22,18:30,Credit card,5.6,16.06,337.22
850-29-2762,C,Yangon,Normal,Male,Food and beverages,80.67,7,2024-03-23,20:30,Credit card,6.5,28.23,592.92
343-90-8101,C,Naypyitaw,Member,Male,Sports and travel,64.1,5,2024-03-24,19:30,Ewallet,9.6,16.03,336.53
606-82-1153,B,Yangon,Member,Male,Sports and travel,99.13,7,2024-03-25,17:30,Credit card,5.8,34.7,728.61
549-82-3343,C,Yangon,Member,Male,Home and lifestyle,39.27,1,2024-03-26,8:15,Cash,9.8,1.96,41.23
116-10-2240,B,Mandalay,Normal,Female,Home and lifestyle,94.71,1,2024-03-27,9:00,Cash,6.0,4.74,99.45
160-52-2639,B,Mandalay,Member,Female,Home and lifestyle,92.33,3,2024-03-28,9:45,Cash,8.7,13.85,290.84
141-34-8970,B,Naypyitaw,Normal,Male,Sports and travel,11.03,2,2024-03-29,13:15,Cash,7.7,1.1,23.16
230-53-4549,A,Naypyitaw,Member,Female,Food and beverages,50.51,2,2024-03-30,11:15,Credit card,9.4,5.05,106.07
201-21-3322,B,Yangon,Member,Male,Fashion accessories,97.94,7,2024-03-31,19:00,Credit card,7.8,34.28,719.86
712-53-5090,B,Naypyitaw,Normal,Female,Fashion accessories,19.28,2,2024-04-01,20:15,Ewallet,7.7,1.93,40.49
916-70-6136,A,Yangon,Normal,Female,Electronic accessories,59.3,4,2024-04-02,19:15,Credit card,6.0,11.86,249.06
429-66-8982,A,Yangon,Member,Female,Fashion accessories,98.11,2,2024-04-03,15:00,Credit card,5.8,9.81,206.03
111-71-9407,A,Naypyitaw,Normal,Female,Fashion accessories,59.99,6,2024-04-04,20:45,Credit card,9.6,18.0,377.94
438-17-3708,C,Yangon,Normal,Male,Home and lifestyle,27.08,8,2024-04-05,16:15,Ewallet,6.6,10.83,227.47
180-96-6604,A,Mandalay,Normal,Male,Home and lifestyle,62.4,4,2024-04-06,17:30,Cash,6.9,12.48,262.08
473-89-9901,A,Naypyitaw,Normal,Female,Sports and travel,28.4,5,2024-04-07,12:15,Credit card,8.8,7.1,149.1
299-34-7609,B,Mandalay,Normal,Female,Electronic accessories,56.77,4,2024-04-08,20:15,Ewallet,6.7,11.35,238.43
188-21-4993,A,Naypyitaw,Member,Male,Health and beauty,16.66,3,2024-04-09,16:45,Ewallet,9.8,2.5,52.48
588-35-9238,C,Yangon,Member,Female,Electronic accessories,64.49,5,2024-04-10,9:30,Ewallet,8.7,16.12,338.57
387-19-5806,A,Naypyitaw,Normal,Male,Electronic accessories,56.51,9,2024-04-11,18:00,Cash,8.0,25.43,534.02
500-32-6913,C,Mandalay,Member,Male,Food and beverages,76.61,8,2024-04-12,9:45,Credit card,9.4,30.64,643.52
185-16-5430,A,Yangon,Member,Male,Sports and travel,66.76,8,2024-04-13,17:00,Ewallet,5.2,26.7,560.78
728-16-5232,A,Naypyitaw,Normal,Female,Food and beverages,59.46,8,2024-04-14,9:45,Cash,6.3,23.78,499.46
982-57-9007,A,Naypyitaw,Member,Male,Electronic accessories,72.08,8,2024-04-15,15:00,Ewallet,7.3,28.83,605.47
597-68-2500,A,Naypyitaw,Normal,Female,Electronic accessories,22.95,7,2024-04-16,19:15,Ewallet,6.1,8.03,168.68
693-48-4042,C,Mandalay,Normal,Male,Electronic accessories,63.58,8,2024-04-17,16:15,Ewallet,8.7,25.43,534.07
501-68-4561,C,Mandalay,Member,Female,Fashion accessories,25.49,8,2024-04-18,16:15,Ewallet,9.6,10.2,214.12
714-26-8693,B,Naypyitaw,Normal,Female,Food and beverages,93.3,8,2024-04-19,11:30,Ewallet,7.1,37.32,783.72
258-33-8138,C,Yangon,Normal,Female,Electronic accessories,16.15,7,2024-04-20,19:15,Cash,6.7,5.65,118.7
719-69-8980,A,Yangon,Normal,Male,Home and lifestyle,48.73,1,2024-04-21,8:30,Credit card,9.8,2.44,51.17
197-12-3983,B,Mandalay,Normal,Male,Sports and travel,72.62,4,2024-04-22,19:45,Credit card,7.2,14.52,305.0
282-96-9230,B,Yangon,Normal,Female,Sports and travel,51.22,4,2024-04-23,15:15,Credit card,7.4,10.24,215.12
626-13-6468,B,Mandalay,Member,Female,Home and lifestyle,18.29,5,2024-04-24,18:15,Credit card,6.8,4.57,96.02
496-91-9684,A,Naypyitaw,Member,Female,Sports and travel,59.8,6,2024-04-25,16:15,Cash,9.5,17.94,376.74
525-75-9502,C,Mandalay,Normal,Male,Fashion accessories,67.75,4,2024-04-26,9:00,Cash,7.8,13.55,284.55
838-51-1545,A,Mandalay,Normal,Male,Fashion accessories,73.34,2,2024-04-27,19:00,Cash,8.8,7.33,154.01
513-22-4810,B,Naypyitaw,Member,Male,Health and beauty,43.59,6,2024-04-28,19:45,Ewallet,9.1,13.08,274.62
990-48-3032,A,Yangon,Normal,Male,Health and beauty,60.73,8,2024-04-29,20:30,Ewallet,6.7,24.29,510.13
576-71-9436,A,Mandalay,Member,Female,Health and beauty,50.56,8,2024-04-30,15:00,Ewallet,7.2,20.22,424.7
847-66-1271,C,Mandalay,Normal,Female,Sports and travel,70.49,7,2024-05-01,17:15,Credit card,9.2,24.67,518.1
539-19-8069,C,Naypyitaw,Normal,Male,Fashion accessories,62.52,6,2024-05-02,12:15,Ewallet,6.8,18.76,393.88
458-93-4760,B,Yangon,Normal,Male,Fashion accessories,57.32,2,2024-05-03,15:15,Credit card,9.0,5.73,120.37
102-54-2165,A,Mandalay,Normal,Female,Fashion accessories,32.46,7,2024-05-04,9:45,Ewallet,9.7,11.36,238.58
475-39-3033,A,Naypyitaw,Normal,Male,Home and lifestyle,10.18,5,2024-05-05,17:45,Credit card,8.1,2.54,53.44
423-27-5388,C,Mandalay,Normal,Male,Fashion accessories,25.67,6,2024-05-06,13:45,Ewallet,8.7,7.7,161.72
764-57-9896,A,Naypyitaw,Normal,Male,Home and lifestyle,20.54,8,2024-05-07,13:45,Ewallet,9.0,8.22,172.54
684-24-9056,A,Yangon,Member,Male,Health and beauty,50.42,8,2024-05-08,20:45,Cash,9.2,20.17,423.53
443-77-2828,A,Yangon,Member,Male,Health and beauty,65.1,3,2024-05-09,13:15,Ewallet,7.0,9.76,205.06
160-52-5805,C,Yangon,Member,Male,Sports and travel,29.18,7,2024-05-10,20:45,Ewallet,5.3,10.21,214.47
906-65-8486,B,Yangon,Normal,Female,Health and beauty,94.52,1,2024-05-11,15:00,Cash,7.0,4.73,99.25
401-97-9202,B,Mandalay,Normal,Male,Sports and travel,10.6,1,2024-05-12,8:00,Credit card,8.4,0.53,11.13
161-86-8878,A,Mandalay,Normal,Male,Electronic accessories,79.51,7,2024-05-13,11:45,Cash,7.3,27.83,584.4
663-13-6690,B,Yangon,Normal,Female,Electronic accessories,66.27,9,2024-05-14,9:15,Cash,8.7,29.82,626.25
